stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station
3377704015496268,MNLP_**_07VER|MNLP_**_09VEA|MNLP_**_C_VER|VERTS,Vertaizon,45.7747,3.09994,0,1970329131942137
3377704015496269,MNLP_**_A_VIA|VGNEA,Les Vignes,45.8027,3.10662,0,1970329131941952
3377704015496259,MNLP_**_34VCR|VECAR,Verger du Caire,45.7182,3.18707,0,1970329131942388
3377704015496261,MNLP_**_A_VER|VEGNR,Les Vergnes,45.8127,3.12765,0,1970329131941951
3377704015496262,MNLP_**_26VEA|VERGA,Vergers,45.756,3.06417,0,1970329131942075
3377704015496263,MNLP_**_05VEA|MNLP_**_26VER|VERGR,Vergers,45.7566,3.06401,0,1970329131942075
3377704015496264,MNLP_**_07VNA|VERNA,Vernière,45.7959,3.08545,0,1970329131942150
3377704015496265,MNLP_**_07VNR|VERNR,Vernière,45.7966,3.08459,0,1970329131942150
3377704015496280,MNLP_**_28VNR|MNLP_**_C_VIA|VINCA,"Vincent d'Indy",45.7712,3.10159,0,1970329131942133
3377704015496267,MNLP_**_09VER|VERTR,Vertaizon,45.7746,3.1013,0,1970329131942137
3377704015496270,MNLP_**_03VIA|MNLP_**_22VGA|MNLP_**_28VIA|MNLP_**_31VIA|VGNEB,Les Vignes,45.8025,3.10718,0,1970329131941952
3377704015496271,MNLP_**_A_VIR|VGNER,Les Vignes,45.8026,3.10667,0,1970329131941952
3377704015496272,MNLP_**_03VIR|MNLP_**_10VIR|MNLP_**_20VIA|MNLP_**_20VIR|MNLP_**_22VGR|MNLP_**_28VIR|VGNES,Les Vignes,45.8019,3.10676,0,1970329131941952
3377704015496273,MNLP_**_31VIR|VGNET,Les Vignes,45.8028,3.10773,0,1970329131941952
3377704015496274,MNLP_**_03VGA|VIGEA,Vigenaud,45.7636,3.09872,0,1970329131941986
3377704015496275,MNLP_**_03VGR|VIGER,Vigenaud,45.764,3.09844,0,1970329131941986
3377704015496277,MNLP_**_22VHR|MNLP_**_90VHR|MNLP_**_C_VHR|VIHUR,Victor Hugo,45.738,3.20891,0,1970329131942533
3377704015496279,MNLP_**_13VIR|VILLR,Villars,45.7754,3.05958,0,1970329131942076
3377704015496290,MNLP_**_04WIA|WILSA,Wilson,45.73,3.06429,0,1970329131942043
3377704015496278,MNLP_**_05VIR|MNLP_**_13VIA|VILLA,Villars,45.7754,3.05934,0,1970329131942076
3377704015496281,MNLP_**_28VNA|MNLP_**_C_VIR|VINCR,"Vincent d'Indy",45.771,3.10187,0,1970329131942133
3377704015496282,MNLP_**_22VVA|MNLP_**_34VIA|VIVAA,Vivarais,45.7351,3.19277,0,1970329131942324
3377704015496283,MNLP_**_22VVR|MNLP_**_34VIR|VIVAR,Vivarais,45.7353,3.1928,0,1970329131942324
3377704015496284,MNLP_**_08VOA|VOLNA,Volney,45.7637,3.07994,0,1970329131942166
3377704015496285,MNLP_**_08VOR|VOLNR,Volney,45.7637,3.07999,0,1970329131942166
3377704015496286,MNLP_**_13VOA|VOLTA,Voltaire - INSPE,45.7685,3.07577,0,1970329131942265
3377704015496287,MNLP_**_13VOR|VOLTR,Voltaire - INSPE,45.7682,3.0746,0,1970329131942265
3377704015496288,MNLP_**_05VRR|MNLP_**_13VRA|VOROA,Voie Romaine,45.7754,3.05463,0,1970329131942077
3377704015496289,MNLP_**_13VRR|VOROR,Voie Romaine,45.7754,3.0548,0,1970329131942077
3377704015496291,MNLP_**_04WIR|WILSR,Wilson,45.7301,3.06434,0,1970329131942043
3377704015496353,LAPTR|MNLP_**_03TYR|MNLP_**_22LXA|MNLP_**_28TYR,Ladoux Porte de Troyes,45.8413,3.12922,0,1970329131941942
3377704015496354,MNLP_**_03PDA|MNLP_**_22PDR|MNLP_**_28PDA|POTUA,Porte de Turin,45.8408,3.12512,0,1970329131942510
3377704015496346,MNLP_**_21ZIA|ZIRIA,AUBIÈRE Z.I. Ribes,45.7549,3.14448,0,1970329131942080
3377704015496347,MNLP_**_21ZIR|ZIRIR,AUBIÈRE Z.I. Ribes,45.7548,3.14353,0,1970329131942080
3377704015496351,ARTIA|MNLP_**_03AEA,Artière,45.7531,3.11741,0,1970329131941890
3377704015496355,MNLP_**_03PDR|MNLP_**_22PDA|MNLP_**_28PDR|POTUR,Porte de Turin,45.8408,3.12521,0,1970329131942510
3377704015496376,COGPA|MNLP_**_10PHA,Collège G. Philippe,45.7963,3.11574,0,1970329131942198
3377704015496385,MNLP_**_C_TAA|TAMAT,Tamaris,45.788,3.06293,0,1970329131942040
3377704015496386,MNLP_**_07TIA|TILNA,Tillon,45.7752,3.12773,0,1970329131942149
3377704015496382,MNLP_**_13QCA|MNLP_**_13QUA|MNLP_**_21QCR|QUCHR,Quartier Chambon,45.7525,3.12982,0,1970329131941974
3377704015496379,KEPLS|MNLP_**_09KER,Kepler,45.7788,3.12092,0,1970329131942184
3377704015496387,BLPAA|MNLP_**_10BLA|MNLP_**_20BPA,Blaise Pascal,45.7948,3.16283,0,1970329131942516
3377704015496394,MAAUR|MNLP_**_10MDR|MNLP_**_20MDR,"Mairie d'Aulnat",45.7951,3.16533,0,1970329131942515
3377704015496398,GAPDA|MNLP_**_40PDA,Gare du Panoramique des Dômes,45.7716,2.9851,0,1970329131942517
3377704015496392,LEMOA|MNLP_**_03LYA|MNLP_**_21LEA,Lemoy,45.8171,3.12259,0,1970329131942514
3377704015496393,LEMOR|MNLP_**_03LYR|MNLP_**_21LER,Lemoy,45.8172,3.12262,0,1970329131942514
3377704015496395,MNLP_**_20PCA|PACUA,Pasteur Curie,45.7937,3.16488,0,1970329131942225
3377704015496397,CHLDR|MNLP_**_31CDR,CHÂTEAUGAY Le Châlard,45.854,3.08907,0,1970329131942353
3377704015496404,BOISA|MNLP_**_26BOA,Boisvallon,45.7469,3.06338,0,1970329131942518
3377704015496399,GAPDR|MNLP_**_40PDR,Gare du Panoramique des Dômes,45.7717,2.98511,0,1970329131942517
3377704015496400,LAFLA|MNLP_**_40FAA,"La Font de l'arbre",45.7686,3.00601,0,1970329131942553
3377704015496401,LAFLR|MNLP_**_40FAR,"La Font de l'arbre",45.7687,3.00597,0,1970329131942553
3377704015496414,MNLP_**_21JMA|PARLB,Parlette,45.7763,3.11813,0,1970329131942146
3377704015496405,BOISR|MNLP_**_26BOR,Boisvallon,45.7482,3.06311,0,1970329131942518
3377704015496416,MNLP_**_07PAR|SURER,Les Sureaux,45.773,3.11397,0,1970329131942524
3377704015496417,CHPFA|MNLP_**_10CHA|MNLP_**_28CHA,Champflour,45.7897,3.09252,0,1970329131942525
3377704015496415,MNLP_**_07PAA|SUREA,Les Sureaux,45.7731,3.11335,0,1970329131942524
3377704015496418,CHPFR|MNLP_**_10CHR|MNLP_**_28CHR,Champflour,45.7895,3.09182,0,1970329131942525
3377704015496440,CRNER|MNLP_**_A_CNR,Croix de Neyrat,45.8143,3.10687,0,1970329131941918
3377704015496481,CHAMB|MNLP_**_10CMR|MNLP_**_24CHR|MNLP_**_A1CHR,Champratel,45.8162,3.11366,0,1970329131941906
3377704015496482,CHAMR|MNLP_**_A_CHR,Champratel,45.8149,3.11223,0,1970329131941906
3377704015496483,CHAMS|MNLP_**_10CMA|MNLP_**_24CHA|MNLP_**_A1CHA,Champratel,45.8148,3.11213,0,1970329131941906
3377704015496484,CRNEB|MNLP_**_21CNA|MNLP_**_31CNA|MNLP_**_A1CNA,Croix de Neyrat,45.8139,3.10691,0,1970329131941918
3377704015496485,MNLP_**_A_SGA|STGMA,Stade G. Montpied,45.8131,3.12107,0,1970329131942531
3377704015496486,MNLP_**_A_SGR|STGMR,Stade G. Montpied,45.8131,3.12107,0,1970329131942531
3377704015496496,MNLP_**_22VHA|MNLP_**_90VHA|MNLP_**_C_VHA|VIHUA,Victor Hugo,45.7383,3.20793,0,1970329131942533
